Agent,Prior,Target,Score,SMILES,SMILES_state,Input_Scaffold,R-groups,Scaffold,QED,QED (raw),gnina score,gnina score (raw),MW,MW (raw),SlogP (RDKit),SlogP (RDKit) (raw),TPSA,TPSA (raw),Number of stereo centers,Number of stereo centers (raw),Number of HB acceptors (Lipinski),Number of HB acceptors (Lipinski) (raw),Number of HB donors (Lipinski),Number of HB donors (Lipinski) (raw),Number of rotatable bonds,Number of rotatable bonds (raw),Number of Heavy atoms,Number of Heavy atoms (raw),Molecular Volume (RDKit),Molecular Volume (RDKit) (raw),SA score,SA score (raw),herg inactive,herg inactive (raw),LogD,LogD (raw),Alerts,Alerts (raw),matching_patterns (Alerts),step
15.9494,16.1957,5.3488,0.0430889,CC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(-c4cccc5ncnn45)cc3)c21,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,CC(=O)*|c1(*)cccc2n1ncn2,O=C(NCc1ccc(-c2cccc3ncnn23)cc1)c1cccc2cc[nH]c12,0.4040892,0.4041,-9.6120000,-9.6120,0.9796800,457.9210,0.0000000,5.1555,1.0000000,81.2900,1.0000000,1.0000,0.9999999,6.0000,0.9467598,1.0000,0.9693466,4.0000,0.9631018,33.0000,0.9058168,391.0160,0.8899894,3.1841,0.9884698,0.4807,3.6385310,3.6385,1.0000000,1.0000,[],5
18.5173,21.0148,-19.0803,0.0038690,CC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(-c4cccc5ccc(C)nc45)cc3)c21,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,CC(=O)*|c12cccc(*)c1nc(C)cc2,O=C(NCc1ccc(-c2cccc3cccnc23)cc1)c1cccc2cc[nH]c12,0.3012179,0.3012,-8.6981200,-8.6981,0.8401611,481.9830,0.0000000,6.9694,1.0000000,63.9900,1.0000000,1.0000,1.0000000,4.0000,0.9467598,1.0000,0.9693466,4.0000,0.9467598,35.0000,0.7179338,425.6560,0.9054796,3.0373,0.0000000,0.6217,4.2860785,4.2861,1.0000000,1.0000,[],5
13.4797,11.9326,-9.9364,0.0039922,CC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(-c4ccc(C(F)(F)F)cc4)cc3)c21,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,CC(=O)*|c1cc(*)ccc1C(F)(F)F,O=C(NCc1ccc(-c2ccccc2)cc1)c1cccc2cc[nH]c12,0.3347012,0.3347,-7.4662500,-7.4662,0.8006403,484.9050,0.0000000,7.1316,1.0000000,51.1000,1.0000000,1.0000,1.0000000,3.0000,0.9467598,1.0000,0.9693466,4.0000,0.9556430,34.0000,0.8603774,402.6160,0.9154368,2.9311,0.0000000,0.7130,4.7210956,4.7211,1.0000000,1.0000,[],5
16.6799,20.3591,-19.6054,0.0015075,CC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(-c4cnc(N5CCN(C)CC5)c(C#N)c4)cc3)c21,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,CC(=O)*|n1cc(*)cc(C#N)c1N1CCN(C)CC1,O=C(NCc1ccc(-c2ccc(N3CCNCC3)nc2)cc1)c1cccc2cc[nH]c12,0.3769073,0.3769,-8.6076500,-8.6076,0.0222850,541.0550,0.0000000,5.1313,0.9999997,94.2600,1.0000000,1.0000,0.9999900,7.0000,0.9467598,1.0000,0.9467598,5.0000,0.8919391,39.0000,0.2413756,479.8400,0.8772334,3.2919,0.0000000,0.6736,3.4976010,3.4976,1.0000000,1.0000,[],5
13.7158,15.4261,-13.6055,0.0036411,CC(C)NC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(-c4cccc(Cl)c4)cc3)c21,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,CC(NC(*)=O)C|c1c(*)cccc1Cl,O=C(NCc1ccc(-c2ccccc2)cc1)c1cccc2cc[nH]c12,0.3117138,0.3117,-7.5428700,-7.5429,0.6256859,494.4220,0.0000000,7.0722,1.0000000,63.1300,1.0000000,1.0000,1.0000000,3.0000,0.5000000,2.0000,0.9467598,5.0000,0.9556430,34.0000,0.6823875,430.0720,0.9116194,2.9731,0.0000000,0.7924,4.4343214,4.4343,1.0000000,1.0000,[],5
12.0951,15.7578,-13.7551,0.0040054,CC(C)NC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(-c4cccnc4)cc3)c21,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,CC(NC(=O)*)C|n1cc(*)ccc1,O=C(NCc1ccc(-c2cccnc2)cc1)c1cccc2cc[nH]c12,0.3940360,0.3940,-9.0008500,-9.0008,0.9732800,460.9650,0.0000000,5.8138,1.0000000,76.0200,1.0000000,1.0000,1.0000000,4.0000,0.5000000,2.0000,0.9467598,5.0000,0.9631018,33.0000,0.8167574,411.0560,0.9072372,3.0193,0.0000000,0.5767,3.5091317,3.5091,1.0000000,1.0000,[],5
22.8169,22.5676,-22.5676,0.0000000,CNC(C)C(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(-c4ccc(C(N)=O)nc4)cc3)c21,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,CC(NC)C(=O)*|c1c(*)cnc(C(N)=O)c1,O=C(NCc1ccc(-c2cccnc2)cc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,['[NH2]'],5
23.2767,25.5507,-24.0247,0.0030519,CCC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(-c4c(Cl)ccc5[nH]ncc45)cc3)c21,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,CCC(*)=O|c1(*)c(Cl)ccc2[nH]ncc12,O=C(NCc1ccc(-c2cccc3[nH]ncc23)cc1)c1cccc2cc[nH]c12,0.2691321,0.2691,-7.4904200,-7.4904,0.3780534,505.4050,0.0000000,7.0326,1.0000000,79.7800,1.0000000,1.0000,1.0000000,4.0000,0.5000000,2.0000,0.9467598,5.0000,0.9467598,35.0000,0.7232497,424.9680,0.8781573,3.2845,0.0000000,0.7303,4.0861821,4.0862,1.0000000,1.0000,[],5
14.3344,17.4956,-15.5073,0.0039767,CCNC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(-c4ccccc4Cl)cc3)c21,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,CCNC(=O)*|c1(Cl)ccccc1*,O=C(NCc1ccc(-c2ccccc2)cc1)c1cccc2cc[nH]c12,0.3346383,0.3346,-7.5178200,-7.5178,0.8588399,480.3950,0.0000000,6.6837,1.0000000,63.1300,1.0000000,1.0000,1.0000000,3.0000,0.5000000,2.0000,0.9467598,5.0000,0.9631018,33.0000,0.8037338,413.2640,0.9144546,2.9421,0.0000000,0.6687,4.3354259,4.3354,1.0000000,1.0000,[],5
16.7417,17.3436,44.9751,0.1246374,CNCCN(C)C(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(C(F)(F)F)cc3)c21,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,CN(C(*)=O)CCNC|C(F)(F)(*)F,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.5258224,0.5258,2.5007900,2.5008,0.8528984,480.9180,0.0000000,4.9238,1.0000000,66.3700,1.0000000,1.0000,1.0000000,4.0000,0.5000000,2.0000,0.9090909,6.0000,0.9631018,33.0000,0.8435494,406.0960,0.8845810,3.2311,0.0000000,0.7477,2.8766711,2.8767,1.0000000,1.0000,[],5
10.0555,12.6076,10.1689,0.0455528,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)N(C)C)c12)c1ccc(N2CCOCC2)cc1,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,CN(C(=O)*)C|O1CCN(*)CC1,O=C(NCc1ccc(N2CCOCC2)cc1)c1cccc2cc[nH]c12,0.6426546,0.6427,-6.9390400,-6.9390,0.9844576,454.9580,0.0000042,4.1520,1.0000000,66.8100,1.0000000,1.0000,1.0000000,5.0000,0.9467598,1.0000,0.9693466,4.0000,0.9693466,32.0000,0.8577757,403.1760,0.9037104,3.0551,1.0000000,0.2836,3.2316744,3.2317,1.0000000,1.0000,[],5
23.9629,29.8534,-29.8534,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)N(C)C)c12)c1ccc(-c2cnc3ncc(C#N)c(N)c3c2)cc1,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,CN(C)C(*)=O|c1c(*)cnc2ncc(C#N)c(N)c12,O=C(NCc1ccc(-c2cnc3ncccc3c2)cc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,['[NH2]'],5
13.4579,17.7795,-15.7558,0.0040474,Cc1ccc(C(C)NC(=O)c2cc(Cl)cc3ccn(C(=O)N4CCCN(C)CC4)c23)cc1,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,CN1CCCN(C(*)=O)CC1|*C,O=C(NCc1ccccc1)c1cccc2ccn(C(=O)N3CCCNCC3)c12,0.6262366,0.6262,-5.1356300,-5.1356,0.9870055,452.9860,0.0000001,4.6997,1.0000000,57.5800,1.0000000,1.0000,1.0000000,4.0000,0.9467598,1.0000,0.9825279,3.0000,0.9693466,32.0000,0.8235495,409.8560,0.9065180,3.0267,0.0000000,0.6342,2.6059692,2.6060,1.0000000,1.0000,[],5
17.2713,22.5871,-22.5871,0.0000000,CNC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(C#Cc4cnc[nH]4)cc3)c21,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,CNC(*)=O|c1[nH]c(C#C*)cn1,O=C(NCc1ccc(C#Cc2cnc[nH]2)cc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,['C#C'],5
8.7544,8.9283,14.8795,0.0476156,CNC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(C)cc3)c21,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,CNC(=O)*|*C,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.7232790,0.7233,-10.0537200,-10.0537,0.9999938,369.8520,0.0000020,4.2816,1.0000000,63.1300,1.0000000,1.0000,1.0000000,3.0000,0.5000000,2.0000,0.9825279,3.0000,0.9900990,26.0000,0.9907874,328.1040,0.9191461,2.8886,0.9976672,0.4737,3.4851153,3.4851,1.0000000,1.0000,[],5
9.9885,11.6015,10.8663,0.0449356,CNC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(-c4ccccc4)cc3)c21,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,CNC(=O)*|c1(*)ccccc1,O=C(NCc1ccc(-c2ccccc2)cc1)c1cccc2cc[nH]c12,0.4388444,0.4388,-9.2562100,-9.2562,0.9981116,431.9230,0.0000000,5.6402,1.0000000,63.1300,1.0000000,1.0000,1.0000000,3.0000,0.5000000,2.0000,0.9693466,4.0000,0.9745624,31.0000,0.9346589,380.6720,0.9230469,2.8420,0.9497083,0.4872,4.0505099,4.0505,1.0000000,1.0000,[],5
30.2666,34.3747,-33.2379,0.0022737,Cc1cc(C(=O)n2ccc3cc(Cl)cc(C(=O)NC(C)c4ccc(-c5ccccn5)cc4)c32)n(C)c1C#N,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,Cc1cc(C(*)=O)n(C)c1C#N|c1cccnc1*,O=C(NCc1ccc(-c2ccccn2)cc1)c1cccc2ccn(C(=O)c3ccc[nH]3)c12,0.3042678,0.3043,-9.1331400,-9.1331,0.1163960,522.0080,0.0000000,6.0548,0.9999998,92.7100,1.0000000,1.0000,0.9999999,6.0000,0.9467598,1.0000,0.9467598,5.0000,0.9090909,38.0000,0.4349768,456.8160,0.8577961,3.4391,0.0000000,0.5963,3.8638480,3.8638,1.0000000,1.0000,[],5
18.3251,23.1374,-23.1374,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)NCCN)c12)c1ccc(-c2cccnc2C#N)cc1,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,N(C(=O)*)CCN|c1nc(C#N)c(*)cc1,O=C(NCc1ccc(-c2cccnc2)cc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,['[NH2]'],5
17.1447,20.5555,1.3322,0.0437754,CCNC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(-c4ccn(C)n4)cc3)c21,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,N(C(=O)*)CC|n1c(*)ccn1C,O=C(NCc1ccc(-c2cc[nH]n2)cc1)c1cccc2cc[nH]c12,0.4604224,0.4604,-5.2028900,-5.2029,0.9901512,449.9420,0.0000001,4.7638,1.0000000,80.9500,1.0000000,1.0000,1.0000000,5.0000,0.5000000,2.0000,0.9467598,5.0000,0.9693466,32.0000,0.8859701,396.5760,0.8945063,3.1433,1.0000000,0.2019,3.4744525,3.4745,1.0000000,1.0000,[],5
20.1936,24.2878,-24.2878,0.0000000,COC(=O)c1ccccc1CNC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(-c4ccccc4)cc3)c21,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,N(C(=O)*)Cc1ccccc1C(OC)=O|*c1ccccc1,O=C(NCc1ccc(-c2ccccc2)cc1)c1cccc2ccn(C(=O)NCc3ccccc3)c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]']",5
17.1440,17.0851,-16.5898,0.0009907,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)Nc3ccc(N4CCOCC4)cc3)c12)c1ccc(C(C)(C)C)cc1,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,N(C(=O)*)c1ccc(N2CCOCC2)cc1|*C(C)(C)C,O=C(NCc1ccccc1)c1cccc2ccn(C(=O)Nc3ccc(N4CCOCC4)cc3)c12,0.2764004,0.2764,-1.8279200,-1.8279,0.0043026,559.1100,0.0000000,7.0000,1.0000000,75.6000,1.0000000,1.0000,1.0000000,5.0000,0.5000000,2.0000,0.9467598,5.0000,0.8720069,40.0000,0.1010498,506.9520,0.8965962,3.1239,0.0000000,0.7115,4.3788052,4.3788,1.0000000,1.0000,[],5
10.2660,11.8474,-9.7571,0.0041805,CNC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(N4CCN(C)CC4)cc3)c21,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,N(C)C(*)=O|N1(*)CCN(C)CC1,O=C(NCc1ccc(N2CCNCC2)cc1)c1cccc2cc[nH]c12,0.6312450,0.6312,-7.4877600,-7.4878,0.9857851,453.9740,0.0000486,3.7250,1.0000000,69.6100,1.0000000,1.0000,1.0000000,5.0000,0.5000000,2.0000,0.9693466,4.0000,0.9693466,32.0000,0.8434278,406.1200,0.9050837,3.0413,0.0000000,0.5970,2.9436395,2.9436,1.0000000,1.0000,[],5
7.9399,9.0313,-9.0313,0.0000000,CNC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(C)cc3)c21,2,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,N(C)C(=O)*|C*,O=C(NCc1ccccc1)c1cccc2cc[nH]c12,0.0000000,0.7233,-0.0000000,-10.0537,0.0000000,369.8520,0.0000000,4.2816,0.0000000,63.1300,0.0000000,1.0000,0.0000000,3.0000,0.0000000,2.0000,0.0000000,3.0000,0.0000000,26.0000,0.0000000,328.1040,0.0000000,2.8886,0.0000000,0.4737,0.0000000,3.4851,0.0000000,1.0000,[],5
36.4115,42.4215,-42.4215,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(-c3ccccc3NCCN)c12)c1ccc(C#CC(F)(F)F)cc1,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,N(CCN)c1ccccc1*|C(C(F)(F)F)#C*,O=C(NCc1ccccc1)c1cccc2ccn(-c3ccccc3)c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C#C', '[NH2]']",5
13.1296,18.6512,-18.6512,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)NCc3ccccc3)c12)c1ccc(N2CCOCC2)cc1,2,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,N(Cc1ccccc1)C(*)=O|*N1CCOCC1,O=C(NCc1ccc(N2CCOCC2)cc1)c1cccc2ccn(C(=O)NCc3ccccc3)c12,0.0000000,0.3606,-0.0000000,-11.0018,0.0000000,517.0290,0.0000000,5.3802,0.0000000,75.6000,0.0000000,1.0000,0.0000000,5.0000,0.0000000,2.0000,0.0000000,6.0000,0.0000000,37.0000,0.0000000,458.6480,0.0000000,2.9936,0.0000000,0.5800,0.0000000,3.8519,0.0000000,1.0000,[],5
15.1962,16.1282,17.1676,0.0665915,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)Nc3ccc(Cl)cc3)c12)c1ccc(N2CCOCC2)cc1,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,N(c1ccc(Cl)cc1)C(=O)*|O1CCN(*)CC1,O=C(NCc1ccc(N2CCOCC2)cc1)c1cccc2ccn(C(=O)Nc3ccccc3)c12,0.3109892,0.3110,9.2683400,9.2683,0.0307988,537.4470,0.0000000,6.3559,1.0000000,75.6000,1.0000000,1.0000,1.0000000,5.0000,0.5000000,2.0000,0.9467598,5.0000,0.9237530,37.0000,0.4370152,456.6000,0.9085798,3.0054,0.0000000,0.6688,3.9900203,3.9900,1.0000000,1.0000,[],5
18.4620,24.9555,-10.3775,0.0291561,Cc1nn(C)cc1-c1ccc(C(C)NC(=O)c2cc(Cl)cc3ccn(C(=O)Nc4ccccc4)c23)cc1,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,N(c1ccccc1)C(=O)*|n1c(C)c(*)cn1C,O=C(NCc1ccc(-c2cn[nH]c2)cc1)c1cccc2ccn(C(=O)Nc3ccccc3)c12,0.2796366,0.2796,-7.0448800,-7.0449,0.2485355,512.0130,0.0000000,6.5748,1.0000000,80.9500,1.0000000,1.0000,1.0000000,5.0000,0.5000000,2.0000,0.9467598,5.0000,0.9237530,37.0000,0.4838876,451.6800,0.8995387,3.0960,0.9999999,0.4253,4.0219707,4.0220,1.0000000,1.0000,[],5
16.0926,16.7848,-16.7848,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)N3CCCC3CO)c12)c1ccc(C(F)(F)F)cc1,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,N1(C(*)=O)CCCC1CO|FC(*)(F)F,O=C(NCc1ccccc1)c1cccc2ccn(C(=O)N3CCCC3)c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,['[OH]'],5
17.4363,20.3340,-3.1876,0.0342929,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)C3CCNCC3)c12)c1ccc(-c2ccnn2C)cc1,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,N1CCC(C(=O)*)CC1|n1(C)c(*)ccn1,O=C(NCc1ccc(-c2ccn[nH]2)cc1)c1cccc2ccn(C(=O)C3CCNCC3)c12,0.4206393,0.4206,-7.1689700,-7.1690,0.7151216,490.0070,0.0000001,4.8260,1.0000000,80.9500,1.0000000,1.0000,0.9999999,6.0000,0.5000000,2.0000,0.9467598,5.0000,0.9467598,35.0000,0.6431711,434.6480,0.8754267,3.3064,0.9999992,0.4393,1.9777876,1.9778,1.0000000,1.0000,[],5
14.7071,18.5498,-18.5498,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(N)=O)c12)c1ccc(-c2ccc(C#N)n2C)cc1,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,NC(*)=O|c1(C#N)ccc(*)n1C,O=C(NCc1ccc(-c2ccc[nH]2)cc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,['[NH2]'],5
16.8727,13.6927,-13.6927,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)OC(C)(C)C)c12)c1ccc(-c2cccc(C(=O)O)c2)cc1,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,O(C(*)=O)C(C)(C)C|c1cc(*)cc(C(=O)O)c1,O=C(NCc1ccc(-c2ccccc2)cc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]', '[OH]']",5
12.1085,10.3636,-10.3636,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)OC(C)(C)C)c12)c1ccc(N2CCOCC2)cc1,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,O(C(C)(C)C)C(*)=O|N1(*)CCOCC1,O=C(NCc1ccc(N2CCOCC2)cc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]']",5
16.0829,13.5543,-13.5543,0.0000000,CC(NC(=O)c1cc(Cl)cc2ccn(C(=O)OC(C)(C)C)c12)c1ccc(-c2cn[nH]c2)cc1,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,O(C(C)(C)C)C(=O)*|c1(*)c[nH]nc1,O=C(NCc1ccc(-c2cn[nH]c2)cc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]']",5
9.5957,9.6887,-9.6887,0.0000000,CC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(N4CCN(C)CC4)cc3)c21,2,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,O=C(*)C|C1CN(C)CCN1*,O=C(NCc1ccc(N2CCNCC2)cc1)c1cccc2cc[nH]c12,0.0000000,0.6629,-0.0000000,-4.6097,0.0000000,438.9590,0.0000000,4.1976,0.0000000,57.5800,0.0000000,1.0000,0.0000000,5.0000,0.0000000,1.0000,0.0000000,4.0000,0.0000000,31.0000,0.0000000,394.8720,0.0000000,2.9362,0.0000000,0.6556,0.0000000,3.0597,0.0000000,1.0000,[],5
23.1490,22.9231,-22.3219,0.0012023,CC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(-c4cc(F)ccc4C(=O)NCCN(C)C)cc3)c21,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,O=C(*)C|O=C(c1c(*)cc(F)cc1)NCCN(C)C,O=C(NCc1ccc(-c2ccccc2)cc1)c1cccc2cc[nH]c12,0.3025920,0.3026,-8.3747300,-8.3747,0.0108005,549.0460,0.0000000,5.5433,1.0000000,83.4400,1.0000000,1.0000,1.0000000,5.0000,0.5000000,2.0000,0.7597469,8.0000,0.8919391,39.0000,0.2072405,484.9600,0.8947681,3.1409,0.0000000,0.7147,3.4835372,3.4835,1.0000000,1.0000,[],5
27.3481,31.6418,-31.6418,0.0000000,COC(=O)CC(C)(C)NC(=O)n1ccc2cc(Cl)cc(C(=O)NC(C)c3ccc(-c4cn[nH]c4)cc3)c21,1,n1([*])c2c(C(=O)NC(C)c3ccc([*])cc3)cc(Cl)cc2cc1,O=C(*)NC(C)(C)CC(=O)OC|c1n[nH]cc1*,O=C(NCc1ccc(-c2cn[nH]c2)cc1)c1cccc2cc[nH]c12,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,0.0000000,0.0000,"['C(=[O,S])[O,S]']",5
